Field ID,Year,Sprays,Herbicide Sprays,Fungicide Cost,Herbicide Cost
1,2014,1.0,0,310.18489758417377,0.0
2,2014,1.0,0,310.18489758417377,0.0
3,2014,1.0,0,310.18489758417377,0.0
4,2014,1.0,0,310.18489758417377,0.0
5,2014,1.0,0,310.18489758417377,0.0
6,2014,1.0,0,310.18489758417377,0.0
7,2014,1.0,0,310.18489758417377,0.0
9,2014,1.0,0,310.18489758417377,0.0
10,2014,1.0,0,310.18489758417377,0.0
11,2014,1.0,0,310.18489758417377,0.0
12,2014,1.0,0,310.18489758417377,0.0
13,2014,1.0,0,310.18489758417377,0.0
14,2014,1.0,0,310.18489758417377,0.0
15,2014,1.0,0,310.18489758417377,0.0
16,2014,1.0,0,310.18489758417377,0.0
17,2014,1.0,0,310.18489758417377,0.0
18,2014,1.0,0,310.18489758417377,0.0
19,2014,1.0,0,310.18489758417377,0.0
20,2014,1.0,0,310.18489758417377,0.0
21,2014,1.0,0,310.18489758417377,0.0
22,2014,1.0,0,310.18489758417377,0.0
23,2014,1.0,0,310.18489758417377,0.0
25,2014,1.0,0,98.7141797133702,0.0
26,2014,0.0,0,0.0,0.0
27,2014,3.0,0,454.0848988840924,0.0
28,2014,3.0,0,454.0848988840924,0.0
29,2014,0.0,0,0.0,0.0
30,2014,2.0,0,224.61288650337858,0.0
31,2014,4.0,0,225.32542423211763,0.0
32,2014,3.0,0,466.29956791781626,0.0
33,2014,2.0,0,365.9022367850102,0.0
34,2014,2.0,0,170.3838852628724,0.0
35,2014,2.0,0,155.6557725332954,0.0
36,2014,2.0,0,155.6557725332954,0.0
37,2014,1.0,0,93.96171991060949,0.0
38,2014,2.0,0,164.46920862225053,0.0
39,2014,2.0,0,164.46920862225053,0.0
41,2014,1.0,0,93.96171991060949,0.0
42,2014,2.0,0,155.6557725332954,0.0
43,2014,1.0,0,93.96171991060949,0.0
44,2014,1.0,0,93.96171991060949,0.0
45,2014,2.0,0,164.46920862225053,0.0
46,2014,2.0,0,155.90193080876224,0.0
47,2014,0.0,0,0.0,0.0
48,2014,0.0,0,0.0,0.0
50,2014,0.0,0,0.0,0.0
51,2014,0.0,0,0.0,0.0
52,2014,1.0,0,96.31076290837473,0.0
53,2014,1.0,0,96.31076290837473,0.0
54,2014,2.0,0,155.90193080876224,0.0
55,2014,1.0,0,96.31076290837473,0.0
56,2014,3.0,0,364.02532582471486,0.0
57,2014,3.0,0,364.02532582471486,0.0
58,2014,3.0,0,364.02532582471486,0.0
59,2014,3.0,0,364.02532582471486,0.0
60,2014,2.0,0,246.57317593645297,0.0
61,2014,2.0,0,246.57317593645297,0.0
62,2014,1.0,0,146.90850426253064,0.0
63,2014,2.0,0,246.57317593645297,0.0
64,2014,2.0,0,246.57317593645297,0.0
65,2014,1.0,0,146.90850426253064,0.0
66,2014,2.0,0,293.8170085250613,0.0
67,2014,2.0,0,187.92343982121898,0.0
68,2014,1.0,0,104.14803271672403,0.0
69,2014,1.0,0,104.14803271672403,0.0
71,2014,4.0,0,386.0331924485525,0.0
72,2014,2.0,0,187.92343982121898,0.0
73,2014,3.0,0,281.8851597318285,0.0
74,2014,3.0,0,291.08945547946695,0.0
75,2014,4.0,0,627.38287802271,0.0
76,2014,2.0,0,187.92343982121898,0.0
77,2014,2.0,0,187.92343982121898,0.0
78,2014,3.0,0,439.459438201491,0.0
79,2014,4.0,0,386.0331924485525,0.0
81,2014,2.0,0,187.92343982121898,0.0
82,2014,1.0,0,93.96171991060949,0.0
83,2014,1.0,0,93.96171991060949,0.0
84,2014,1.0,0,93.96171991060949,0.0
86,2014,2.0,0,187.92343982121898,0.0
87,2014,1.0,0,93.96171991060949,0.0
88,2014,2.0,0,187.92343982121898,0.0
89,2014,3.0,0,439.459438201491,0.0
90,2014,3.0,0,439.459438201491,0.0
91,2014,3.0,0,281.8851597318285,0.0
92,2014,2.0,0,187.92343982121898,0.0
95,2014,3.0,1,197.69427618475618,33.25610659585158
96,2014,3.0,0,197.69427618475618,0.0
97,2014,3.0,1,197.69427618475618,33.185255755082196
98,2014,3.0,1,197.69427618475618,33.185255755082196
99,2014,3.0,1,197.69427618475618,33.185255755082196
100,2014,3.0,0,197.69427618475618,0.0
101,2014,3.0,0,197.69427618475618,0.0
102,2014,3.0,0,197.69427618475618,0.0
103,2014,3.0,1,197.69427618475618,33.185255755082196
104,2014,3.0,0,197.69427618475618,0.0
105,2014,2.0,0,127.22298625179907,0.0
106,2014,3.0,1,197.69427618475618,33.25610659585158
107,2014,3.0,1,197.69427618475618,33.185255755082196
108,2014,3.0,0,197.69427618475618,0.0
1,2015,2.0,0,304.6037753938774,0.0
2,2015,2.0,0,304.6037753938774,0.0
3,2015,2.0,0,304.6037753938774,0.0
4,2015,2.0,0,304.6037753938774,0.0
5,2015,2.0,0,304.6037753938774,0.0
6,2015,2.0,0,304.6037753938774,0.0
7,2015,2.0,0,304.6037753938774,0.0
8,2015,2.0,0,304.6037753938774,0.0
9,2015,2.0,0,304.6037753938774,0.0
10,2015,2.0,0,304.6037753938774,0.0
11,2015,2.0,0,304.6037753938774,0.0
12,2015,2.0,0,304.6037753938774,0.0
13,2015,2.0,0,304.6037753938774,0.0
14,2015,2.0,0,304.6037753938774,0.0
15,2015,2.0,0,304.6037753938774,0.0
16,2015,2.0,0,304.6037753938774,0.0
17,2015,2.0,0,304.6037753938774,0.0
18,2015,2.0,0,304.6037753938774,0.0
19,2015,2.0,0,304.6037753938774,0.0
20,2015,2.0,0,304.6037753938774,0.0
22,2015,2.0,0,201.49918815167695,0.0
23,2015,1.0,0,230.85622098397675,0.0
24,2015,2.0,0,176.1782248323928,0.0
25,2015,2.0,0,176.1782248323928,0.0
26,2015,0.0,0,0.0,0.0
27,2015,0.0,0,0.0,0.0
28,2015,3.0,0,396.54098122618876,0.0
29,2015,2.0,0,302.5792613155793,0.0
30,2015,0.0,0,0.0,0.0
31,2015,0.0,0,0.0,0.0
32,2015,0.0,0,0.0,0.0
33,2015,1.0,0,146.90850426253064,0.0
34,2015,1.0,0,146.90850426253064,0.0
35,2015,1.0,0,146.90850426253064,0.0
36,2015,1.0,0,146.90850426253064,0.0
37,2015,2.0,1,176.21442361107668,33.185255755082196
38,2015,2.0,1,176.21442361107668,33.185255755082196
39,2015,0.0,1,0.0,33.185255755082196
40,2015,2.0,0,135.09712145551407,0.0
41,2015,1.0,1,70.47128993295712,33.185255755082196
42,2015,1.0,1,70.47128993295712,33.185255755082196
43,2015,1.0,1,61.694052622685895,33.185255755082196
44,2015,2.0,1,176.21442361107668,33.185255755082196
45,2015,0.0,1,0.0,33.185255755082196
46,2015,0.0,1,0.0,33.185255755082196
49,2015,1.0,0,104.93659073038033,0.0
50,2015,1.0,0,104.93659073038033,0.0
51,2015,1.0,0,104.93659073038033,0.0
53,2015,0.0,0,0.0,0.0
54,2015,0.0,0,0.0,0.0
55,2015,1.0,0,104.93659073038033,0.0
56,2015,1.0,0,104.93659073038033,0.0
57,2015,2.0,0,209.87318146076066,0.0
58,2015,1.0,0,104.93659073038033,0.0
59,2015,1.0,0,96.31076290837473,0.0
